File,Sentence,String
AP900815-0044,3,"In another mediation effort, the Soviet Union said <date today <pad><pad><pad><pad>suma 0 d<pad><pad>> it had sent an envoy to the Middle East on a series of stops to include Baghdad. "
AP900815-0044,4,"Soviet officials also said Soviet women, children and invalids would be allowed to leave Iraq. "
AP900815-0044,5,"President Bush <date today <pad><pad><pad><pad>suma 0 d<pad><pad>> denounced Saddam 's ` ` ruinous policies of war, ' ' and said the United States is ` ` striking a blow for the principle that might does not make right. ' ' In a speech delivered at the Pentagon, Bush seemed to suggest that American forces could be in the gulf region for some time. "
AP900815-0044,6,"` ` No one should doubt our staying power or determination, ' ' he said. "
AP900815-0044,7,"The U.S. military buildup in Saudi Arabia continued at fever pace, with Syrian troops <date now <pad><pad><pad><pad><pad><pad>present<pad><pad>> part of a multinational force camped out in the desert to guard the Saudi kingdom from any new thrust by Iraq. "
AP900815-0044,8,"In a letter to President Hashemi Rafsanjani of Iran, read by a broadcaster over Baghdad radio, Saddam said he will begin withdrawing troops from Iranian territory on <date friday <pad><pad><pad><pad>neutro 5 dayw<pad><pad>> and release Iranian prisoners of war. "
AP900815-0044,9,"Iran said an Iraqi diplomatic delegation was en route to Tehran to deliver Saddam 's message, which it said it would review ` ` with optimism. ' ' Saddam appeared to accept a border demarcation treaty he had rejected in peace talks following the <date august 1988 1988 08<pad><pad><pad><pad><pad><pad><pad>> cease-fire of the <duration eight-year 8<pad><pad><pad><pad><pad><pad><pad>> war with Iran. "
AP900815-0044,10,"The move seemed aimed at heading off more trouble with Iran, which had condemned Iraq 's invasion of Kuwait on <date aug. 2 <pad>08<pad>02<pad><pad><pad><pad><pad>> but also criticized the multinational force dispatched to Saudi Arabia. "
AP900815-0044,11,Saddam said he sought to ` ` turn the gulf into a lake of peace free of foreign fleets and forces that harbor ill intentions against us. ' ' In other developments: _The Pentagon said that Defense Secretary Dick Cheney is considering urging Bush to order a national callup of armed forces reserves for active duty because of the drain on units sending soldiers abroad. 
AP900815-0044,12,"Bush can call up to 200,000 reservists for <duration up to 180 <pad><pad><pad>180<pad><pad><pad><pad>> days without seeking congressional approval. "
AP900815-0044,13,"_Soviet Foreign Ministry spokesman Yuri Gremitskikh said special ambassador Mikhail Sytenko left <date tuesday <pad><pad><pad><pad>neutro 2 dayw<pad><pad>> for consultations with the governments of Syria, Jordan, Egypt and other Arab countries. "
AP900815-0044,14,"Sytenko, a former deputy secretary-general of the United Nations, is also expected to visit Baghdad, Gremitskikh said at a regular news briefing <date today <pad><pad><pad><pad>suma 0 d<pad><pad>>. "
AP900815-0044,15,"_The outlook darkened for about 3,000 Americans caught in Iraq and Kuwait when Saddam sent his forces into the small, oil-rich sultanate. "
AP900815-0044,16,The Iraqi ambassador to Greece said in Athens the Americans and other stranded foreigners could leave ` ` as soon as the threats from the United States and its allies are eliminated. ' ' ABC quoted an Iraqi Foreign Ministry official in Baghdad as saying Americans in Iraq are ` ` restrictees ' ' who will stay there until the crisis ends. 
AP900815-0044,17,"_The Soviet Foreign Ministry said Soviet women, children and invalids would be permitted to leave Iraq. "
AP900815-0044,18,"Spokesman Yuri Gremitskikh said the first group of 230 evacuees was assembling in Baghdad <date today <pad><pad><pad><pad>suma 0 d<pad><pad>>, but evacuation plans were hampered by desert heat and lack of transportation. "
AP900815-0044,19,"Nearly 9,000 Soviets were among the hundreds of thousands of foreigners trapped in Iraq and Kuwait. "
AP900815-0044,20,"Iraq has agreed to allow all 880 Soviets in Kuwait to leave, but only by a 1,200-mile road route through Iraq and to the Iraq-Jordan border. "
AP900815-0044,21,_The British Foreign Office said <date today <pad><pad><pad><pad>suma 0 d<pad><pad>> conditions in Kuwait appear to be deteriorating. 
AP900815-0044,22,"There have been reports of wholesale looting but food and gasoline were still available, said a spokesman, who by custom was not identified. "
AP900815-0044,23,Banks remained closed. 
AP900815-0044,24,_The Iraqi ambassador to Venezuela said on <date tuesday <pad><pad><pad><pad>neutro 2 dayw<pad><pad>> that Iraq would retaliate against Venezuela and other OPEC oil cartel members if they boost oil production to fill the gap created by blocked supplies from Iraq and Kuwait. 
AP900815-0044,25,"With Kuwait <date now <pad><pad><pad><pad><pad><pad>present<pad><pad>> ` ` annexed, ' ' Iraq has control of 20 percent of the world 's oil reserves. "
AP900815-0044,26,A steep rise in world oil prices followed the Kuwait invasion. 
AP900815-0044,27,The U.N. Security Council on <date aug. 6 <pad>08<pad>06<pad><pad><pad><pad><pad>> ordered a global embargo on trade with Iraq as punishment for seizing Kuwait. 
AP900815-0044,28,"Bush then sent U.S. troops and planes to Saudi Arabia, saying Iraqi troops massed nearby in Kuwait threatened Saudi Arabia and its vast oil reserves. "
AP900815-0044,29,"Twelve Arab League nations voted for an Arab force to protect Saudi Arabia, with the vanguard of Syria 's contingent arriving <date tuesday <pad><pad><pad><pad>neutro 2 dayw<pad><pad>>, according to diplomatic sources in Riyadh, the Saudi capital. "
AP900815-0044,30,Egyptian and Moroccan troops are already there. 
AP900815-0044,31,The predominantly Moslem nation of Bangladesh said <date today <pad><pad><pad><pad>suma 0 d<pad><pad>> its troops would join multinational forces in Saudi Arabia. 
AP900815-0044,32,The size of the contingent was not disclosed. 
AP900815-0044,33,"Turkey and Saudi Arabia in effect shut down Iraq 's major oil outlets through those countries, but according to Jordanian officials, a smaller line into Jordan remained operating. "
AP900815-0044,34,Truckloads of goods rolled into Iraq from Jordan on <date tuesday <pad><pad><pad><pad>neutro 2 dayw<pad><pad>> and Iraqi-bound cargo was unloaded from ships at the Red Sea port ofAqaba despite the U.N.-ordered sanctions. 
AP900815-0044,35,"King Hussein was reportedly carrying a message to Bush from Iraq 's Saddam, with whom the king met <date monday <pad><pad><pad><pad>neutro 1 dayw<pad><pad>>. "
AP900815-0044,36,"The monarch will meet Bush on <date thursday <pad><pad><pad><pad>neutro 4 dayw<pad><pad>> in Kennebunkport, Maine. "
AP900815-0044,37,"Crown Prince Hassan, King Hussein 's brother and political adviser, was asked <date today <pad><pad><pad><pad>suma 0 d<pad><pad>> about the message the king was said to be carrying. "
AP900815-0044,38,"In an interview from Jordan on ABC, he declined to discuss details, but said: ` ` I don 't think that his majesty would be traveling at this crucial moment if the Iraqi leadership did not have a rational approach to the future. ' ' A CBS News report citing unidentified Jordanian sources said that Saddam 's message called for an international conference to be convened to discuss an Iraqi withdrawal from Kuwait. "
AP900815-0044,39,"In exchange, the buildup of U.S. forces in the region would halt. "
AP900815-0044,40,"Bush, however, says he sees no short-term hope for a diplomatic solution to the gulf crisis _ at least until economic sanctions force Saddam to withdraw his army. "
AP900815-0044,41,Bush held out the prospect of more aid to Jordan if it cooperates with the trade embargo. 
AP900815-0044,42,"On <date tuesday <pad><pad><pad><pad>neutro 2 dayw<pad><pad>>, the United States and Soviet Union conferred in Washington on putting an anti-Iraq naval blockade under a United Nations umbrella. "
AP900815-0044,43,"The United States has provided most of the naval vessels so far to block Iraqi trade, with Britain, West Germany and Australia among the other nations lending support at sea. "
AP900815-0044,44,The embargo is meant to cripple Iraq by cutting off its exports of oil and imports of food and military supplies. 
AP900815-0044,45,Iraq imports about three-quarters of its foodstuffs. 
AP900815-0044,46,U.S. allies and other U.N. members have objected that the Security Council embargo resolution did not specifically authorize such a naval operation. 
AP900815-0044,47,Bush told a news conference on <date tuesday <pad><pad><pad><pad>neutro 2 dayw<pad><pad>> that the naval barricade <date now <pad><pad><pad><pad><pad><pad>present<pad><pad>> in force might be extended to Jordan 's Aqaba ` ` if it is a hole through which commerce flows ' ' in and out of Iraq. 
AP900815-0044,48,"In Saudi Arabia, <date today <pad><pad><pad><pad>suma 0 d<pad><pad>> is the <date eighth day <pad><pad><pad>8<pad><pad><pad><pad>> of ` ` Desert Shield, ' ' the operation designed to confront an estimated 200,000 Iraqi soldiers <time now <pad><pad><pad><pad><pad><pad>present<pad><pad>> in Kuwait. "
AP900815-0044,49,Iraq boasts an army of 1 million members. 
AP900815-0044,50,"At least 50,000 U.S. troops are expected to be committed to Desert Shield within <duration weeks <pad><pad>x<pad><pad><pad><pad><pad>>, including Marines, Army air assault forces, paratroopers and infantry. "
AP900815-0044,51,Iraq said it invaded Kuwait because of disputes over oil and money. 
AP900815-0044,52,"It accused Kuwait of deliberately slashing Iraqi oil revenues by overproducing oil and driving down prices, among other charges. "
AP900815-0044,53,"Iraq has 17 million residents, and Kuwait about 1.9 million. "
AP900816-0139,0,The Persian Gulf showdown between Iraq and the United States took a more personal turn <date thursday <pad><pad><pad><pad>neutro 4 dayw<pad><pad>> when Iraq 's Saddam Hussein called President Bush a liar and said the outbreak of holy war could bring thousands of Americans home in coffins. 
AP900816-0139,1,"Bush, commenting on the two-week-old gulf crisis from his vacation home in Maine, said he saw little reason to be optimistic about a settlement of the dispute, which stems from Iraq 's invasion of oil-wealthy Kuwait and its subsequent military buildup on the border of Saudi Arabia. "
AP900816-0139,2,"After a <duration two-hour <pad><pad><pad><pad>2<pad><pad><pad>> meeting at his Kennebunkport home with King Hussein of Jordan, Bush said, ` ` I did not come away with any feeling of hope ' ' that Iraq would withdraw its army from Kuwait. "
AP900816-0139,3,Bush also said <date thursday <pad><pad><pad><pad>neutro 4 dayw<pad><pad>> that King Hussein assured him Jordan would close the last remaining free port to most Iraqi trade as the economic embargo on materials to Iraq continued unabated. 
AP900816-0139,4,Foodstuffs are among the goods being blocked from entry; Iraq imports about three-quarters of its food. 
AP900816-0139,5,"Pentagon sources in Washington meanwhile said the Bush administration plans to deploy 45,000 Marines to the region to back up the thousands of Army, Navy and Air Force troops already in place in the gulf and the Saudi desert. "
AP900816-0139,6,"At a news conference, Secretary of State James A. Baker III said Jordan ` ` is seeking some guidance ' ' about a provision in the U.N.-backed trade embargo that allows food for humanitarian purposes. "
AP900816-0139,7,Worries however grew about the safety of Americans and other Westerners trapped in Kuwait. 
AP900816-0139,8,"Iraqi military authorities ordered all Americans and Britons in Kuwait to assemble at a hotel, officials said. "
AP900816-0139,9,"` ` Very few ' ' of the 2,500 Americans in occupied Kuwait complied with the order, a senior U.S. official told The Associated Press. "
AP900816-0139,10,"Iraq said the roundup was to protect them from unspecified threats; British Foreign Office minister William Waldegrave called the order ` ` grave and sinister. ' ' ` ` What we fear is that they will be interned somewhere, most likely in Iraq, ' ' Waldegrave said. "
AP900816-0139,11,"A total of about 3,000 Americans, 3,000 Britons and more than 450 Japanese are in Iraq and Kuwait. "
AP900816-0139,12,"Overall, more than 2 million foreigners are in both countries. "
AP900816-0139,13,"Iraq has called them ` ` restrictees. ' ' In addition to the estimated 45,000 Marines to ultimately be part of Operation Desert Shield, Stealth fighter planes and the aircraft carrier John F. Kennedy are also headed to Saudi Arabia to protect it from Iraqi expansionism. "
AP900816-0139,14,"In Washington, Pentagon spokesman Pete Williams said Iraq has continued to increase its armed forces in Kuwait and they <date now <pad><pad><pad><pad><pad><pad>present<pad><pad>> number about 160,000. "
AP900816-0139,15,"Saddam has been under international quarantine since his <date aug. 2 <pad>08<pad>02<pad><pad><pad><pad><pad>> power-grab, or what he calls an ` ` eternal merger ' ' with Kuwait. "
AP900816-0139,16,"In a long verbal attack read on Iraqi television <date thursday <pad><pad><pad><pad>neutro 4 dayw<pad><pad>>, Saddam repeatedly called Bush ` ` a liar ' ' and said a shooting war could produce body bags courtesy of Baghdad. "
AP900816-0139,17,"` ` We continue to pray and pray hard to God so that there will be no confrontation whereby you will receive thousands of Americans wrapped in sad coffins after you had pushed them into a dark tunnel, ' ' Saddam said. "
AP900816-0139,18,He called U.S. soldiers massing in Saudi Arabia the real occupiers in the Persian Gulf. 
AP900816-0139,19,"Replied State Department deputy spokesman Richard Boucher, ` ` We have n 't really analyzed the statement in detail but it appears to be just another example of his outlandish rhetoric and his attempts to distort the truth. "
AP900816-0139,20,"` ` We believe that his words cannot distract the world from the facts of Iraqi aggression. ' ' An international land, sea and air force has mobilized since Iraq 's invasion, which was sparked by disputes over oil, land and repayment of war loans. "
AP900816-0139,21,"In the largest U.S. military operation since Vietnam, an estimated 20,000 American GIs have already massed to defend Saudi Arabia. "
AP900816-0139,22,"` ` We do n 't just arrive, ' ' said four-star Gen. John Dailey, assistant commandant of the U.S. Marine Corps. "
AP900816-0139,23,"` ` We 're there to stay for a fairly lengthy period. ' ' Egypt, Syria, Morocco and Bangladesh also committed ground troops, to a much lesser degree. "
AP900816-0139,24,The U.S. Navy has 27 ships in the maritime barricade of Iraq. 
AP900816-0139,25,"They are aided by Britain, West Germany, Australia, Canada, the Netherlands and Belgium. "
AP900816-0139,26,"Bush was expected to authorize naval commanders to use ` ` the minimum force necessary ' ' to interdict shipments to and from Iraq, a U.S. official said. "
AP900816-0139,27,That could include firing across the bow to halt a ship. 
AP900816-0139,28,"In the air, U.S. Air Force fliers say they have engaged in ` ` a little cat and mouse ' ' with Iraqi warplanes, which have retreated when weapons radar locks onto them. "
AP900816-0139,29,"` ` They do n 't want to play with us, ' ' one U.S. crew chief said. "
AP900816-0139,30,"In Kuwait, the Iraqis have rimmed the capital city with an air-defense system, according to a U.S. official who spoke on the condition of anonymity. "
AP900816-0139,31,"He declined to say if the weapons included missiles, but the Iraqis have them in their arsenal. "
AP900816-0139,32,The Iraqis also possess chemical weapons. 
AP900816-0139,33,The combined operations are designed to isolate and strangle Iraq until it retreats from Kuwait. 
AP900816-0139,34,"The quarantine hopes to staunch the flow of Iraqi oil, which is Iraq 's economic lifeblood, and clamp down on food and supplies going in. "
AP900816-0139,35,Iraq <date now <pad><pad><pad><pad><pad><pad>present<pad><pad>> controls 20 percent of the world 's oil reserves with its conquest of Kuwait. 
AP900816-0139,36,Only Saudi Arabia has more oil reserves. 
AP900816-0139,37,The economic chokehold appears to be working. 
AP900816-0139,38,"The Lloyd 's List International newspaper, which monitors worldwide shipping, said Iraq 's fleet of 80 tankers and cargo ships has stopped regular trading. "
AP900816-0139,39,"John Prescott, a shipping correspondent, said there was no shipping in Kuwaiti or Iraqi ports and that activity was trailing off in the Jordanian port of Aqaba. "
AP900816-0139,40,Bush 's chief objective in his meeting with Hussein was to press the king to shut down Iraq 's food and oil supply route from Aqaba on the Red Sea. 
AP900816-0139,41,Aqaba is Iraq 's only outlet now that an international noose has tightened. 
AP900816-0139,42,Bush has indicated the U.S. Navy will barricade the port from Iraqi ships. 
AP900816-0139,43,The president also has offered to help offset Jordan 's costs because 40 percent of its exports go to Iraq and 90 percent of its oil comes from there. 
AP900816-0139,44,"` ` It 's our only outlet to the sea and the rest of the world, ' ' Hussein said. "
AP900816-0139,45,"He also said of trade with Iraq: ` ` There are no shipments at the moment. ' ' <duration a day earlier <pad><pad><pad>1<pad><pad><pad><pad>>, scores of trucks, many with Iraqi license plates, streamed north out of Aqaba to Amman and onto the desert highway bound for Iraq. "
AP900816-0139,46,"The Jordanian monarch met <date this week <pad><pad><pad><pad>neutro 0 w<pad><pad>> with Saddam, but he told reporters he had no message from Baghdad. "
AP900816-0139,47,` ` I am not talking on behalf of anyone in the area... 
AP900816-0139,48,"but myself, ' ' Hussein said. "
AP900816-0139,49,"In the United Nations, Libya called for the replacement of U.S. forces in the Persian Gulf with Arab League forces and U.N. soldiers. "
AP900816-0139,50,"Libyan leader Moammar Gadhafi, in a letter to the U.N. Secretary-General, also called for an emergency Security Council meeting in Geneva to remove U.S. forces. "
AP900816-0139,51,There was no decision on a meeting. 
AP900816-0139,52,"Thirty-two of the 159 U.N. members had filed compliance reports by <date wednesday <pad><pad><pad><pad>neutro 3 dayw<pad><pad>>, and all were honoring the sanctions Iraq. "
AP900816-0139,53,"Also <date thursday <pad><pad><pad><pad>neutro 4 dayw<pad><pad>>, Saudi Arabia called for an emergency conference of the Organization of Petroleum Exporting Countries to discuss how much oil to pump. "
AP900816-0139,54,The minister denied the kingdom had notified notified any of its customers of any cutbacks in oil supply. 
AP900816-0139,55,"Reports attributed to the Japanese foreign ministry said Saudi Arabia told U.S., European and Japanese oil companies of a 15-20 percent cutback in its oil supply in <date september <pad>09<pad><pad><pad><pad><pad><pad><pad>>. "
AP900816-0139,56,"Meanwhile, Egypt 's official Middle East News Agency said <date thursday <pad><pad><pad><pad>neutro 4 dayw<pad><pad>> that Saddam was the target of an assassination attempt, which led to ` ` large-scale ' ' arrests, including some close associates of the Iraqi strongman. "
AP900816-0139,57,The agency quoted witnesses as saying tanks and armored cars are patrolling the streets of Baghdad. 
AP900816-0139,58,"There was no independent confirmation of the report by the government-run news agency, which did not say when the reported attempt occurred. "
APW19980213.1310,0,"CANBERRA, Australia (AP) _ Turning its back on <duration 210 years 210<pad><pad><pad><pad><pad><pad><pad>> of loyalty to the British royal family, a constitutional convention voted overwhelmingly <date friday <pad><pad><pad><pad>neutro 5 dayw<pad><pad>> to make Australia a republic under its own president. "
APW19980213.1310,1,"Prime Minister John Howard, a monarchist himself, promised to put the question to a national referendum <date next year <pad><pad><pad><pad>suma 1 y<pad><pad>> after convention delegates voted 89-52 for a republic, with 11 abstentions. "
APW19980213.1310,2,Spontaneous applause echoed through the chamber and public galleries as the crucial vote passed by a wide margin. 
APW19980213.1310,3,"` ` I want a referendum, ' ' Howard said. "
APW19980213.1310,4,"` ` The Australian people are owed the opportunity of expressing an opinion on this. ' ' ` ` It would be a travesty in common sense terms of Australian democracy for that proposition not to be put to the Australian people, ' ' Howard said. "
APW19980213.1310,5,"Even in his own Cabinet, Howard is becoming increasingly isolated with his monarchist stance. "
APW19980213.1310,6,"Treasurer Peter Costello, Environment Minister Robert Hill and Attorney General Daryl Williams all voted to support the republic <date friday <pad><pad><pad><pad>neutro 5 dayw<pad><pad>>. "
APW19980213.1310,7,"` ` This convention will be seen as a turning point in our history, ' ' Australian Republican Movement spokeswoman Mary Delahunty said. "
APW19980213.1310,8,Pro-republicans hope to have an Australian president by the opening of the <date 2000 2000<pad><pad><pad><pad><pad><pad><pad><pad>> Olympics and the 100th anniversary of Australian federation. 
APW19980213.1310,9,"Calling for an amended constitution with a new preamble, to be written by Australian poets, republican Janet Holmes a Court said, ` ` We need the smell of eucalyptus in this, and the feel of red dust. ' ' Monarchists hope to defeat the republic at the referendum. "
APW19980213.1310,10,"` ` The phony war has finished and the real referendum campaign has clearly begun, ' ' Australians for a Constitutional Monarchy executive director Kerry Jones said. "
APW19980213.1310,11,"` ` Well may we say ` God save the Queen, ' for nothing will save the republic, ' ' outraged monarchist delegate David Mitchell said. "
APW19980213.1310,12,"` ` The idea of a republic will fall to dust through the grace of almighty God. ' ' Polls have shown public support for a republic increasing, rising from about 35 percent <date several years ago <pad><pad><pad><pad><pad><pad>past<pad><pad>> to about 51 percent <date this year <pad><pad><pad><pad>neutro 0 y<pad><pad>>, as pro-monarchist sentiment diminishes. "
APW19980213.1310,13,"Australia has been independent since <date 1901 1901<pad><pad><pad><pad><pad><pad><pad><pad>>, but like many Commonwealth nations it still recognizes the British monarch as its head of state. "
APW19980213.1310,14,Howard said Queen Elizabeth II is taking a great interest in the convention. 
APW19980213.1310,15,"` ` She is, I can assure you, from what I 've been told, she 's following the thing very closely and taking the view it 's our business. "
APW19980213.1310,16,` ` It 's no secret that she 's indicated to me... 
APW19980213.1310,17,"she is a 20th century democrat, understands that the role of the crown in Australia rests in the hands of the Australian people as it has for <duration almost a hundred years 100<pad><pad><pad><pad><pad><pad><pad>>. ' ' The model for a republic, adopted over bitter objections from those advocating direct election of a president, is for presidential nominations to be made with public input and the winning candidate decided by a two-thirds majority of Parliament. "
APW19980213.1310,18,"Former prime minister Paul Keating, who put the republic issue in the spotlight in his unsuccessful <date 1996 1996<pad><pad><pad><pad><pad><pad><pad><pad>> campaign for re-election, welcomed the result. "
APW19980213.1310,19,"` ` This is an important step along the path towards Australia claiming its full sovereignty, and due recognition that the monarchy can no longer serve us appropriately, ' ' Keating said. "
APW19980213.1320,0,"CANBERRA, Australia (AP) _ Qantas will almost double its flights between Australia and India by <date august <pad08<pad><pad><pad><pad><pad><pad><pad>> in the search for new markets untouched by the crippling Asian financial crisis. "
APW19980213.1320,1,"This move comes barely <duration a month <pad>1<pad><pad><pad><pad><pad><pad>> after Qantas suspended a number of services between Australia, Indonesia, Thailand and Malaysia in the wake of the Asian economic crisis. "
APW19980213.1320,2,The airline has also cut all flights to South Korea. 
APW19980213.1320,3,"Qantas plans daily flights between Sydney and Bombay, up from the <date current <pad><pad><pad><pad><pad><pad>present<pad><pad>> four flights a week, to boost business and tourism ties with India, the airline announced <date friday <pad><pad><pad><pad>neutro 5 dayw<pad><pad>>. "
